time_s,scheduled_time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,valid
7.401893,7.402033,-2610.510498,2.700484,1.122318,-0.000001065,0.000062346,3.139894962,1
7.452985,7.452033,-2611.369873,2.701113,1.122075,-0.000000533,-0.000125408,3.141216278,1
7.502054,7.502033,-2611.799561,2.700978,1.121960,0.000000000,-0.000214934,-3.141284466,1
7.553106,7.552033,-2612.658936,2.700148,1.122037,-0.000000533,-0.000278234,-3.140512943,1
7.602177,7.602033,-2613.088135,2.699503,1.122157,-0.000000533,-0.000278234,-3.140089989,1
7.653262,7.652033,-2613.947510,2.697686,1.122396,-0.000000533,-0.000278234,-3.139307976,1
7.702351,7.702033,-2614.377197,2.696647,1.122515,-0.000000533,-0.000278234,-3.139173985,1
7.751981,7.752033,-2615.236572,2.694269,1.122754,-0.000000533,-0.000278234,-3.138720751,1
7.802033,7.802033,-2615.665771,2.693078,1.122874,-0.000000533,-0.000278234,-3.138819218,1
7.853143,7.852033,-2616.524414,2.691025,1.123113,-0.000000533,-0.000278234,-3.139433146,1
7.902209,7.902033,-2616.953369,2.690317,1.123232,-0.000000533,-0.000278234,-3.139943600,1
7.952419,7.952033,-2617.811523,2.689484,1.123471,-0.000000533,-0.000278234,-3.140948772,1
8.002890,8.002033,-2618.240479,2.689491,1.123590,-0.000000533,-0.000278234,3.141576052,1
8.052990,8.052033,-2619.098633,2.690226,1.123829,-0.000000533,-0.000278234,3.140497208,1
8.102040,8.102033,-2619.528076,2.690914,1.123948,-0.000000533,-0.000278234,3.139991522,1
8.152136,8.152033,-2620.387207,2.692898,1.124188,-0.000000533,-0.000278234,3.139030218,1
8.202178,8.202033,-2620.816895,2.694096,1.124308,-0.000000533,-0.000278234,3.138800383,1
8.252268,8.252033,-2621.676270,2.696520,1.124547,-0.000000533,-0.000278234,3.138830900,1
8.302331,8.302033,-2622.105957,2.697675,1.124696,-0.000022371,0.002117753,3.139039755,1
8.351944,8.352033,-2622.965332,2.699377,1.124877,-0.000012251,-0.000031233,3.139920235,1
8.401981,8.402033,-2623.394531,2.699792,1.125023,-0.000001065,-0.000015736,3.140625715,1
8.453096,8.452033,-2624.253418,2.699995,1.125262,0.000001016,0.000164628,-3.141542912,1
8.502138,8.502033,-2624.682373,2.699776,1.119445,0.000393123,-0.002046704,-3.140834093,1
8.553208,8.552033,-2625.540283,2.698745,1.125009,-0.000072971,0.000195980,-3.140284777,1
8.601972,8.602033,-2625.969238,2.697997,1.125071,-0.000001598,0.000274897,-3.139847279,1
8.653068,8.652033,-2626.827393,2.696321,1.124838,0.000001170,0.000277996,-3.139591455,1
8.702129,8.702033,-2627.256836,2.695430,1.124719,0.000001191,0.000277996,-3.139515638,1
8.752210,8.752033,-2628.114990,2.694024,1.124480,0.000001019,0.000277996,-3.140133142,1
8.802289,8.802033,-2628.543945,2.693581,1.124361,0.000000901,0.000277996,-3.140559912,1
8.851903,8.852033,-2629.402832,2.693235,1.124122,0.000000664,0.000277996,-3.141411066,1
8.901963,8.902033,-2629.832031,2.693244,1.124003,0.000000608,0.000277996,3.141572237,1
8.953046,8.952033,-2630.691162,2.693670,1.123764,0.000000411,0.000277996,3.140864611,1
9.002132,9.002033,-2631.120605,2.694068,1.123645,0.000000356,0.000277996,3.140664816,1
9.052206,9.052033,-2631.979248,2.694963,1.123406,0.000000335,0.000277996,3.140591621,1
